execution_time,execution_time_iter,num_iters,max_num,time_1024,time_2048,time_4096,time_8192,depth,roll_out
146.72133898735046,0.0783349380605181,1873,2048,146.71961498260498,146.7196171283722,0,0,4,100
114.16664910316469,0.0792273761992815,1441,2048,76.35724210739136,114.1665620803833,0,0,4,100
78.72244191169739,0.0806582396636243,976,1024,78.72233080863953,0.0,0,0,4,100
73.65823984146118,0.0785269081465471,938,1024,73.6581540107727,0.0,0,0,4,100
75.43343901634216,0.0799083040427353,944,1024,75.43335294723511,0.0,0,0,4,100
142.2195360660553,0.0810367726872109,1755,2048,142.21937894821167,142.21938514709473,0,0,4,100
76.43430185317993,0.0786361130176748,972,1024,76.434161901474,0.0,0,0,4,100
123.4646339416504,0.0793474511193125,1556,2048,123.46453404426576,123.46453714370728,0,0,4,100
143.46060395240784,0.0797003355291154,1800,2048,143.46049213409424,143.4604938030243,0,0,4,100
132.12711596488953,0.079738754354188,1657,2048,132.12703204154968,132.12703394889832,0,0,4,100
115.56502866744997,0.0800311832877077,1444,2048,77.09445190429688,115.56490182876588,0,0,4,100
112.45911717414856,0.0802706046924686,1401,2048,78.37486505508423,112.45901012420654,0,0,4,100
139.9318699836731,0.0801901833717324,1745,2048,139.93177604675293,139.93177819252014,0,0,4,100
77.40622210502625,0.0787448851526208,983,1024,77.40613985061646,0.0,0,0,4,100
138.02330994606018,0.0804800641084899,1715,2048,138.0232219696045,138.02322506904602,0,0,4,100
