0,0,0,0,0.08300375938415527,0.0006384904568011944,130,128
0,0,0,0,0.23258185386657715,0.001314021773257498,177,128
0,0,0,0,0.08339619636535645,0.0007251843162204908,115,64
0,0,0,0,0.20168399810791016,0.0007668593083950956,263,256
0,0,0,0,0.0812840461730957,0.0007457251942485845,109,64
0,0,0,0,0.14799094200134277,0.0007149320869630086,207,256
0,0,0,0,0.11786389350891113,0.0007015707946958996,168,128
0,0,0,0,0.13397789001464844,0.0006800908122570987,197,256
0,0,0,0,0.11442995071411133,0.000697743601915313,164,128
0,0,0,0,0.08472013473510742,0.0006944273338943232,122,64
0,0,0,0,0.2756922245025635,0.0007105469703674316,388,512
0,0,0,0,0.14126110076904297,0.0007513888338778882,188,256
0,0,0,0,0.29319000244140625,0.000744137062034026,394,512
0,0,0,0,0.09370279312133789,0.0007098696448586204,132,128
0,0,0,0,0.17441892623901367,0.0007453800266624516,234,256
