0,0,0,0,0.14987993240356445,0.000693888575942428,216,256
0,0,0,0,0.1862499713897705,0.0013024473523760175,143,128
0,0,0,0,0.17564892768859863,0.0007054173802754965,249,256
0,0,0,0,0.09261679649353027,0.0006522309612220442,142,128
0,0,0,0,0.1637120246887207,0.0007441455667669122,220,256
0,0,0,0,0.1585860252380371,0.000741056192701108,214,256
0,0,0,0,0.20670604705810547,0.0007489349531090778,276,256
0,0,0,0,0.1827850341796875,0.0007340764424887048,249,128
0,0,0,0,0.16367006301879883,0.0007684040517314499,213,256
0,0,0,0,0.11662793159484863,0.0007335090037411863,159,128
0,0,0,0,0.11810111999511719,0.0007821266224842198,151,128
0,0,0,0,0.12653899192810059,0.0007149095589158225,177,128
0,0,0,0,0.1680152416229248,0.0007467344072129991,225,256
0,0,0,0,0.06327199935913086,0.0007716097482820837,82,64
0,0,0,0,0.14511585235595703,0.0006877528547675688,211,128
